image_id,path,class,width,height,channels,average_R,average_G,average_B
test_normal_ (1).jpg,0_normal\test_normal_ (1).jpg,0_normal,720,576,3,124.21082899305556,80.92463107638889,61.62598138503086
test_normal_ (10).jpg,0_normal\test_normal_ (10).jpg,0_normal,720,576,3,120.28402777777778,78.73507908950617,59.869357638888886
test_normal_ (100).jpg,0_normal\test_normal_ (100).jpg,0_normal,720,576,3,117.66478105709876,81.35862027391975,60.792136863425924
test_normal_ (101).jpg,0_normal\test_normal_ (101).jpg,0_normal,720,576,3,98.49111930941358,70.69446855709876,54.24966483410494
test_normal_ (102).jpg,0_normal\test_normal_ (102).jpg,0_normal,720,576,3,121.42572579089506,79.81173804012346,61.29535108024692
test_normal_ (103).jpg,0_normal\test_normal_ (103).jpg,0_normal,720,576,3,110.75362654320988,71.56454234182098,56.09389708719136
test_normal_ (104).jpg,0_normal\test_normal_ (104).jpg,0_normal,720,576,3,120.17299623842592,77.02083333333333,59.18544560185185
test_normal_ (105).jpg,0_normal\test_normal_ (105).jpg,0_normal,720,576,3,124.26100983796296,77.73892264660493,59.42566550925926
test_normal_ (106).jpg,0_normal\test_normal_ (106).jpg,0_normal,720,576,3,119.87115162037037,77.11952883873457,59.45894097222222
test_normal_ (107).jpg,0_normal\test_normal_ (107).jpg,0_normal,720,576,3,125.34529562114197,82.91646894290123,62.67766444830247
test_normal_ (108).jpg,0_normal\test_normal_ (108).jpg,0_normal,720,576,3,96.3058449074074,66.38083767361111,49.919396219135805
test_normal_ (109).jpg,0_normal\test_normal_ (109).jpg,0_normal,720,576,3,120.83308497299383,80.25665750385802,60.68733844521605
test_normal_ (11).jpg,0_normal\test_normal_ (11).jpg,0_normal,720,576,3,123.73042534722222,83.47024739583334,63.436991222993825
test_normal_ (110).jpg,0_normal\test_normal_ (110).jpg,0_normal,720,576,3,123.12085985725308,76.61485339506173,58.51381896219136
test_normal_ (111).jpg,0_normal\test_normal_ (111).jpg,0_normal,720,576,3,111.05339747299382,71.34478925540124,55.548454378858025
test_normal_ (112).jpg,0_normal\test_normal_ (112).jpg,0_normal,720,576,3,93.63367091049383,65.81306423611112,51.20035204475309
test_normal_ (113).jpg,0_normal\test_normal_ (113).jpg,0_normal,720,576,3,119.21454716435186,76.90925443672839,59.32514226466049
test_normal_ (114).jpg,0_normal\test_normal_ (114).jpg,0_normal,720,576,3,116.85620177469136,77.8083984375,59.333287519290124
test_normal_ (115).jpg,0_normal\test_normal_ (115).jpg,0_normal,720,576,3,116.56428192515432,72.50053288966049,54.72432725694444
test_normal_ (116).jpg,0_normal\test_normal_ (116).jpg,0_normal,720,576,3,90.11152826003087,58.720078607253086,46.440333236882715
test_normal_ (117).jpg,0_normal\test_normal_ (117).jpg,0_normal,720,576,3,88.59864245756172,57.85339506172839,45.73824990354938
test_normal_ (118).jpg,0_normal\test_normal_ (118).jpg,0_normal,720,576,3,106.31747685185185,74.00106095679013,56.83313319830247
test_normal_ (119).jpg,0_normal\test_normal_ (119).jpg,0_normal,720,576,3,106.68978587962962,73.16211178626543,57.7916690779321
test_normal_ (12).jpg,0_normal\test_normal_ (12).jpg,0_normal,720,576,3,106.22332175925926,74.90613908179013,57.85152874228395
test_normal_ (120).jpg,0_normal\test_normal_ (120).jpg,0_normal,720,576,3,78.12950906635803,51.97705922067901,40.748948688271604
test_normal_ (121).jpg,0_normal\test_normal_ (121).jpg,0_normal,720,576,3,86.59834346064815,60.53463541666667,47.02492042824074
test_normal_ (122).jpg,0_normal\test_normal_ (122).jpg,0_normal,720,576,3,110.83767843364197,71.57922453703704,56.09614679783951
test_normal_ (123).jpg,0_normal\test_normal_ (123).jpg,0_normal,720,576,3,80.60214602623456,54.05991994598765,42.448939043209876
test_normal_ (124).jpg,0_normal\test_normal_ (124).jpg,0_normal,720,576,3,121.51936728395061,78.57087673611112,60.601560088734566
test_normal_ (125).jpg,0_normal\test_normal_ (125).jpg,0_normal,720,576,3,117.35166618441357,74.34475790895061,56.91003568672839
test_normal_ (126).jpg,0_normal\test_normal_ (126).jpg,0_normal,720,576,3,125.28399643132715,76.70439573688272,58.33736979166667
test_normal_ (127).jpg,0_normal\test_normal_ (127).jpg,0_normal,720,576,3,107.01447964891975,73.87957175925926,56.64155574845679
test_normal_ (128).jpg,0_normal\test_normal_ (128).jpg,0_normal,720,576,3,116.09406105324074,73.61160783179012,56.05974874614198
test_normal_ (129).jpg,0_normal\test_normal_ (129).jpg,0_normal,720,576,3,118.14086371527777,81.66538387345679,61.03926745756173
test_normal_ (13).jpg,0_normal\test_normal_ (13).jpg,0_normal,720,576,3,79.8604190779321,63.2024040316358,48.914624324845676
test_normal_ (130).jpg,0_normal\test_normal_ (130).jpg,0_normal,720,576,3,123.31406008873456,75.33401089891976,57.50985484182099
test_normal_ (131).jpg,0_normal\test_normal_ (131).jpg,0_normal,720,576,3,102.91634114583333,76.55762924382717,57.79372588734568
test_normal_ (132).jpg,0_normal\test_normal_ (132).jpg,0_normal,720,576,3,117.292276716821,81.26824122299382,60.87214988425926
test_normal_ (133).jpg,0_normal\test_normal_ (133).jpg,0_normal,720,576,3,85.06456404320987,57.475839120370374,43.65541329089506
test_normal_ (134).jpg,0_normal\test_normal_ (134).jpg,0_normal,720,576,3,105.9265625,72.46141975308642,57.00902295524691
test_normal_ (135).jpg,0_normal\test_normal_ (135).jpg,0_normal,720,576,3,117.27500964506173,74.44625530478395,56.90082465277778
test_normal_ (136).jpg,0_normal\test_normal_ (136).jpg,0_normal,720,576,3,114.83643180941358,85.06331983024691,64.24294222608025
test_normal_ (137).jpg,0_normal\test_normal_ (137).jpg,0_normal,720,576,3,122.61803385416667,78.82432725694444,61.284563078703705
test_normal_ (138).jpg,0_normal\test_normal_ (138).jpg,0_normal,720,576,3,104.4121768904321,73.99603105709876,57.16857880015432
test_normal_ (139).jpg,0_normal\test_normal_ (139).jpg,0_normal,720,576,3,114.72290702160494,85.4091194058642,64.5897762345679
test_normal_ (14).jpg,0_normal\test_normal_ (14).jpg,0_normal,720,576,3,77.95066309799383,51.910701195987656,40.81104118441358
test_normal_ (140).jpg,0_normal\test_normal_ (140).jpg,0_normal,720,576,3,117.72265383873457,74.96832079475308,58.147118537808645
test_normal_ (141).jpg,0_normal\test_normal_ (141).jpg,0_normal,720,576,3,127.39953944830246,82.03297164351852,61.847716531635804
test_normal_ (142).jpg,0_normal\test_normal_ (142).jpg,0_normal,720,576,3,101.7578052662037,74.07654320987655,56.10361448688272
test_normal_ (143).jpg,0_normal\test_normal_ (143).jpg,0_normal,720,576,3,128.78996672453704,82.7077305169753,62.256196952160494
test_normal_ (144).jpg,0_normal\test_normal_ (144).jpg,0_normal,720,576,3,109.64476032021605,76.4960865162037,58.39102768132716
test_normal_ (145).jpg,0_normal\test_normal_ (145).jpg,0_normal,720,576,3,129.27486738040125,79.26140528549382,60.78224344135803
test_normal_ (146).jpg,0_normal\test_normal_ (146).jpg,0_normal,720,576,3,121.87899305555555,79.75563994984567,60.7746021412037
test_normal_ (147).jpg,0_normal\test_normal_ (147).jpg,0_normal,720,576,3,118.12728829089507,79.89165943287037,61.45044126157408
test_normal_ (148).jpg,0_normal\test_normal_ (148).jpg,0_normal,720,576,3,119.04985291280865,77.15496720679012,60.76463638117284
test_normal_ (149).jpg,0_normal\test_normal_ (149).jpg,0_normal,720,576,3,121.52322048611111,76.77343991126543,59.58506462191358
test_normal_ (15).jpg,0_normal\test_normal_ (15).jpg,0_normal,720,576,3,119.3304470486111,76.97521219135803,59.14281442901235
