image_id,path,class,width,height,channels,average_R,average_G,average_B,PSNR_CLAHE,SSIM_CLAHE,MSE_CLAHE,PSNR_MULTISCALE,SSIM_MULTISCALE,MSE_MULTISCALE,PSNR_RAYLEIGH,SSIM_RAYLEIGH,MSE_RAYLEIGH
val_normal_ (1).jpg,0_normal\val_normal_ (1).jpg,0_normal,720,576,3,115.77940055941356,76.77505063657408,58.83049768518519,19.267008189688408,0.7033198157458328,769.8028983410494,11.613028882477103,0.687308539531599,4485.155169753087,14.967244156328492,0.7780791235111275,2071.838720100309
val_normal_ (10).jpg,0_normal\val_normal_ (10).jpg,0_normal,720,576,3,96.57822386188272,70.5980396412037,51.9735652970679,21.016089204903242,0.7303745846696404,514.6019651813272,12.922206690413919,0.6952063610508369,3317.8724922839506,15.902781864844647,0.8075990781136824,1670.3295886381172
val_normal_ (100).jpg,0_normal\val_normal_ (100).jpg,0_normal,720,576,3,110.26780237268518,80.2916690779321,60.47737027391975,19.371707531636044,0.722660313528654,751.4664705504115,11.8678946975108,0.6907500543692789,4229.518131912294,16.958276252839656,0.8250323440020719,1309.9440168467079
val_normal_ (101).jpg,0_normal\val_normal_ (101).jpg,0_normal,720,576,3,118.64585503472222,84.92271894290124,63.883415316358025,18.597666418839196,0.7204762950806242,898.0772995434671,11.545908466846422,0.6767130501588441,4555.0118819122945,16.72117834818392,0.8725883121492578,1383.4470003858025
val_normal_ (102).jpg,0_normal\val_normal_ (102).jpg,0_normal,720,576,3,125.95588107638888,78.6039882330247,60.851868730709874,19.2327351982757,0.6825734881347821,775.9019458912037,11.11137580839074,0.6606955776322805,5034.3427501286005,14.750832128272283,0.8090556825156503,2177.6954716435184
val_normal_ (103).jpg,0_normal\val_normal_ (103).jpg,0_normal,720,576,3,101.07380401234568,72.15457658179012,54.770563271604935,20.192472962054147,0.7126796626480629,622.0611295974794,12.029677911449411,0.6871371474959337,4074.8588501478907,17.2262080073333,0.7728034259180293,1231.5713011188273
val_normal_ (104).jpg,0_normal\val_normal_ (104).jpg,0_normal,720,576,3,130.3561366705247,83.09409239969136,62.36391782407407,20.58043587721678,0.7052163614739694,568.901099537037,11.125545372827476,0.6776972451120636,5017.944153485082,14.102840937189612,0.7836279154288855,2528.1117500964506
val_normal_ (105).jpg,0_normal\val_normal_ (105).jpg,0_normal,720,576,3,130.50122251157407,83.2521484375,62.47647810570987,20.53580039660381,0.700617142075254,574.7782439557614,11.121665571835965,0.6756061900768803,5022.428972961677,14.115720028353797,0.780986230738123,2520.6256888181583
val_normal_ (106).jpg,0_normal\val_normal_ (106).jpg,0_normal,720,576,3,85.51702835648148,67.02547260802469,50.36908757716049,18.246254561667072,0.684671298912649,973.7666682741769,13.191563292423599,0.7137747041810729,3118.3440642682613,16.846874901900037,0.7907516457893918,1343.980200295782
val_normal_ (107).jpg,0_normal\val_normal_ (107).jpg,0_normal,720,576,3,99.23722270447531,68.37246334876544,52.34631076388889,19.643762456087494,0.6844914359336735,705.8365041473766,11.729565145329747,0.6543586641063244,4366.403297807356,19.72203241038443,0.8450261735335238,693.2296344521604
val_normal_ (108).jpg,0_normal\val_normal_ (108).jpg,0_normal,720,576,3,105.65782455632716,71.95012297453704,57.84601658950617,19.941314997434407,0.7142846146236482,659.0962810249486,11.539785313919332,0.6731964432470772,4561.43855934928,16.16469849376234,0.8581522822492765,1572.5719015239197
val_normal_ (109).jpg,0_normal\val_normal_ (109).jpg,0_normal,720,576,3,101.3343219521605,71.56173321759259,54.75574604552469,19.84831425474726,0.7092706831205919,673.3625136638375,12.222123117920376,0.6868312103538732,3898.2352928883743,17.473759716871655,0.826412763473443,1163.3339144483025
val_normal_ (11).jpg,0_normal\val_normal_ (11).jpg,0_normal,720,576,3,122.96769386574074,80.20816454475309,61.38491994598765,20.141003094658917,0.739104815702017,629.4772681970164,11.327943666238983,0.6825709722948503,4789.453865258488,15.513570886402967,0.8677038332864192,1826.935741383745
val_normal_ (110).jpg,0_normal\val_normal_ (110).jpg,0_normal,720,576,3,115.57224392361113,84.3960262345679,63.62203414351852,19.93386432001821,0.7366062717664711,660.227985146605,11.783132392752675,0.6830546302205344,4312.8774868184155,16.960522889812832,0.8465491068332057,1309.2665485146606
val_normal_ (111).jpg,0_normal\val_normal_ (111).jpg,0_normal,720,576,3,104.61583960262344,71.66377555941358,55.88741319444444,19.92222261224474,0.7047978255378546,662.0001679848251,11.730536208461942,0.6765264055203914,4365.427098604681,17.835207212869467,0.8562569510909329,1070.43337030607
