image_id,path,class,width,height,channels,average_R,average_G,average_B,PSNR_CLAHE,SSIM_CLAHE,MSE_CLAHE,PSNR_MULTISCALE,SSIM_MULTISCALE,MSE_MULTISCALE,PSNR_RAYLEIGH,SSIM_RAYLEIGH,MSE_RAYLEIGH
test_normal_ (1).jpg,0_normal\test_normal_ (1).jpg,0_normal,720,576,3,124.21082899305556,80.92463107638889,61.62598138503086,19.33992197787164,0.6929037444484578,756.9865499614198,11.200363982967584,0.6743250329657527,4932.237292631173,14.956669900528867,0.8313961857122314,2076.8894048996913
test_normal_ (10).jpg,0_normal\test_normal_ (10).jpg,0_normal,720,576,3,120.28402777777778,78.73507908950617,59.869357638888886,19.865619936919767,0.71020217495664,670.6846506880144,11.290610367501559,0.6776803968763707,4830.802964248971,15.589253030677614,0.8335134716413133,1795.3745217656892
test_normal_ (100).jpg,0_normal\test_normal_ (100).jpg,0_normal,720,576,3,117.66478105709876,81.35862027391975,60.79213686342592,19.30001042847983,0.7260391438632724,763.9753006044239,11.425480712485356,0.673882785093765,4683.087686471194,14.751549901509215,0.827077817002561,2177.335586259002
test_normal_ (101).jpg,0_normal\test_normal_ (101).jpg,0_normal,720,576,3,98.49111930941358,70.69446855709876,54.24966483410494,20.3934782648897,0.7072213382600203,593.9262691293724,11.890551230252129,0.6748044546648785,4207.510784786523,16.121552272267397,0.8366346601359115,1588.2729287229938
test_normal_ (102).jpg,0_normal\test_normal_ (102).jpg,0_normal,720,576,3,121.42572579089506,79.81173804012346,61.29535108024692,19.45751112049927,0.6878649358069717,736.7654449588478,11.182029250465167,0.6636905114535093,4953.103873296039,16.683756928268384,0.8518527557552087,1395.4191157085904
test_normal_ (103).jpg,0_normal\test_normal_ (103).jpg,0_normal,720,576,3,110.75362654320988,71.56454234182098,56.09389708719136,18.840548472927523,0.6975629925688448,849.2303634580761,11.471736705447155,0.6646059385937197,4633.473572530864,15.155975555492322,0.8122218357025638,1983.731114969136
test_normal_ (104).jpg,0_normal\test_normal_ (104).jpg,0_normal,720,576,3,120.17299623842592,77.02083333333333,59.18544560185185,18.57111903446767,0.6862254830081853,903.583844521605,11.345162511919371,0.6717222341805158,4770.5023011509775,15.049917694495283,0.8353058666356314,2032.7716322659464
test_normal_ (105).jpg,0_normal\test_normal_ (105).jpg,0_normal,720,576,3,124.26100983796296,77.73892264660493,59.42566550925926,19.96692500626358,0.7083917082585581,655.2210784786523,11.307737728305838,0.679021214537821,4811.789144483025,15.500988309330975,0.7443851530235455,1832.2364977173354
test_normal_ (106).jpg,0_normal\test_normal_ (106).jpg,0_normal,720,576,3,119.87115162037036,77.11952883873457,59.45894097222222,18.283583862460763,0.6861507654755513,965.4326332626028,11.331389645207484,0.6684704937853652,4785.655103845164,15.271788628345849,0.7774068325367147,1931.530178594393
test_normal_ (107).jpg,0_normal\test_normal_ (107).jpg,0_normal,720,576,3,125.34529562114196,82.91646894290123,62.67766444830247,20.744097658574454,0.7067228526021471,547.8612638245885,11.15528756005175,0.6706765156653358,4983.696710230195,15.85377456513836,0.816725053516172,1689.284916730967
test_normal_ (108).jpg,0_normal\test_normal_ (108).jpg,0_normal,720,576,3,96.3058449074074,66.38083767361111,49.919396219135805,19.71182152971767,0.6831124179471189,694.8614334169239,12.063701413483251,0.6753494609690182,4043.0603081597224,18.81536429308433,0.8479578076304817,854.1692475244341
test_normal_ (109).jpg,0_normal\test_normal_ (109).jpg,0_normal,720,576,3,120.83308497299384,80.25665750385802,60.68733844521605,20.74908741044939,0.7089886294996655,547.2321694958848,11.243958266361982,0.6674745357810369,4882.9753761574075,15.888635210023683,0.7656910346232862,1675.7793708204733
test_normal_ (11).jpg,0_normal\test_normal_ (11).jpg,0_normal,720,576,3,123.73042534722222,83.47024739583334,63.43699122299383,21.060747174700616,0.7098116129601247,509.3374895511831,11.121565316362396,0.6660174495351082,5022.544915444959,17.10447508276677,0.8384899973995483,1266.5806608474795
test_normal_ (110).jpg,0_normal\test_normal_ (110).jpg,0_normal,720,576,3,123.12085985725308,76.61485339506173,58.51381896219136,19.83193708501662,0.7231869974577134,675.906545781893,11.100650996535897,0.6663899438073013,5046.790317965535,15.220735805451518,0.8331917675806204,1954.3699676890433
test_normal_ (111).jpg,0_normal\test_normal_ (111).jpg,0_normal,720,576,3,111.05339747299382,71.34478925540124,55.548454378858025,19.23808792171935,0.6913737119085974,774.9462279771091,11.660655191895795,0.6773453214364267,4436.238041730967,14.449707224648694,0.746033418967024,2334.0472222222224
test_normal_ (112).jpg,0_normal\test_normal_ (112).jpg,0_normal,720,576,3,93.63367091049383,65.81306423611112,51.20035204475309,19.56415207699805,0.7051818241490238,718.894487043467,11.983787833497892,0.6707792665620601,4118.144463734568,19.00445210061722,0.8301457170349211,817.7774876221708
test_normal_ (113).jpg,0_normal\test_normal_ (113).jpg,0_normal,720,576,3,119.21454716435186,76.90925443672839,59.32514226466049,18.305301490269088,0.6843863071356356,960.6168756430042,11.29637549369534,0.6672112895919986,4824.394475790895,15.49741037512543,0.8353003062555449,1833.746607349537
test_normal_ (114).jpg,0_normal\test_normal_ (114).jpg,0_normal,720,576,3,116.85620177469136,77.8083984375,59.33328751929013,20.334541292413512,0.716941680004729,602.0412262088478,11.418112015354653,0.6747999014617537,4691.040250450103,15.034193004511835,0.7296343666793389,2040.1451179912551
test_normal_ (115).jpg,0_normal\test_normal_ (115).jpg,0_normal,720,576,3,116.56428192515432,72.50053288966049,54.72432725694444,19.779314342407496,0.7159562508668571,684.1462119020061,11.311319439787596,0.6738388339494497,4807.822403870885,14.074081405049217,0.8238591330675941,2544.908781828704
test_normal_ (116).jpg,0_normal\test_normal_ (116).jpg,0_normal,720,576,3,90.11152826003088,58.720078607253086,46.44033323688272,19.747609461632734,0.6941094441718465,689.1589723186728,11.796888379804656,0.6452536124524727,4299.238347961677,13.429225005943783,0.7215940793831797,2952.282146990741
test_normal_ (117).jpg,0_normal\test_normal_ (117).jpg,0_normal,720,576,3,88.59864245756172,57.85339506172839,45.73824990354938,19.406216287811098,0.692860691740267,745.5190272955247,11.866535695325396,0.6494010249436832,4230.841847511574,13.126869653492454,0.7090269810239997,3165.1434333204734
test_normal_ (118).jpg,0_normal\test_normal_ (118).jpg,0_normal,720,576,3,106.31747685185184,74.00106095679013,56.83313319830247,20.269947648987127,0.7028671281971146,611.0624485596708,11.569630198029682,0.6617280607146868,4530.199638310185,16.82892680812375,0.7822818387526137,1349.5459619341564
test_normal_ (119).jpg,0_normal\test_normal_ (119).jpg,0_normal,720,576,3,106.68978587962962,73.16211178626543,57.7916690779321,19.685745905821094,0.7229615902361437,699.0460246270576,11.516325355844835,0.6822166429868337,4586.145460390947,17.15832183082531,0.8524688297485871,1250.9736955054013
test_normal_ (12).jpg,0_normal\test_normal_ (12).jpg,0_normal,720,576,3,106.22332175925926,74.90613908179013,57.85152874228395,20.6305332929833,0.7097001381258795,562.3763278034979,11.572421792016275,0.6693930283557975,4527.288614808384,16.172366874241845,0.8387419340775406,1569.797645801183
test_normal_ (120).jpg,0_normal\test_normal_ (120).jpg,0_normal,720,576,3,78.12950906635803,51.97705922067901,40.7489486882716,19.401349754422736,0.6832075678438139,746.3548948688272,12.143021432632326,0.6542507277101269,3969.8876631622943,13.311006359621052,0.7500340927174944,3033.7495498971193
test_normal_ (121).jpg,0_normal\test_normal_ (121).jpg,0_normal,720,576,3,86.59834346064815,60.53463541666667,47.02492042824074,19.72860216871636,0.7093694742806342,692.1817491319445,12.133235645636727,0.6656756585398399,3978.84294061857,19.055271260399998,0.8701603987091082,808.2639981995885
test_normal_ (122).jpg,0_normal\test_normal_ (122).jpg,0_normal,720,576,3,110.83767843364195,71.57922453703704,56.09614679783951,18.88355416898198,0.6980040345845573,840.8624212319959,11.486374869030236,0.6651062309660123,4617.882454025205,15.081822313886303,0.8372622558969667,2017.892980002572
test_normal_ (123).jpg,0_normal\test_normal_ (123).jpg,0_normal,720,576,3,80.60214602623456,54.05991994598765,42.44893904320988,19.25096853031342,0.6846728438904066,772.6512434092078,12.080802176989945,0.6299425861184281,4027.1716708461936,12.347490654206743,0.7110317329840069,3787.313844682356
test_normal_ (124).jpg,0_normal\test_normal_ (124).jpg,0_normal,720,576,3,121.5193672839506,78.57087673611112,60.601560088734566,18.748708553830493,0.6887443804553327,867.3802027070474,11.278723023718808,0.6726142553646784,4844.043767682613,15.222600288973398,0.7816561187631706,1953.53111095036
test_normal_ (125).jpg,0_normal\test_normal_ (125).jpg,0_normal,720,576,3,117.35166618441356,74.34475790895061,56.91003568672839,19.630330924300857,0.6990097257878224,708.0228411136832,11.302471043360336,0.6627700444980448,4817.627936117541,16.116681516514667,0.8389664359654103,1590.055228427212
test_normal_ (126).jpg,0_normal\test_normal_ (126).jpg,0_normal,720,576,3,125.28399643132715,76.70439573688272,58.33736979166667,20.245440658766597,0.7196193779744242,614.5203864454733,11.14883710473957,0.6735551217897734,4991.104356352881,14.43350771018756,0.8265261819830592,2342.769653420782
test_normal_ (127).jpg,0_normal\test_normal_ (127).jpg,0_normal,720,576,3,107.01447964891976,73.87957175925926,56.64155574845679,20.80509383216761,0.7234678001534444,540.2203968942902,11.46616254007304,0.6667100629878789,4639.424449427726,16.047098097711388,0.8030017395223358,1615.736556391461
test_normal_ (128).jpg,0_normal\test_normal_ (128).jpg,0_normal,720,576,3,116.09406105324074,73.61160783179012,56.05974874614198,19.591771341654425,0.7163949960796164,714.3371334876543,11.246599081140747,0.6653011699836944,4880.00708751286,16.262922578402076,0.8471992344299298,1537.404341081533
test_normal_ (129).jpg,0_normal\test_normal_ (129).jpg,0_normal,720,576,3,118.14086371527776,81.66538387345679,61.03926745756173,19.354981953340648,0.7283789730981983,754.3661032343107,11.515398199855195,0.6764992906372992,4587.12464072145,14.84935585938167,0.812301763363133,2128.848593428498
test_normal_ (13).jpg,0_normal\test_normal_ (13).jpg,0_normal,720,576,3,79.8604190779321,63.2024040316358,48.91462432484568,18.224430034209917,0.6905758334967864,978.6724376286008,13.093321203433181,0.7089706058339461,3189.688264371142,16.13993835243123,0.7832527559493242,1581.5631068351338
test_normal_ (130).jpg,0_normal\test_normal_ (130).jpg,0_normal,720,576,3,123.31406008873456,75.33401089891976,57.50985484182099,18.969660754614612,0.7163494066276315,824.355017039609,11.114776480059987,0.6658314739882584,5030.402233635546,14.971064873249754,0.7904734441316369,2070.0168161651236
test_normal_ (131).jpg,0_normal\test_normal_ (131).jpg,0_normal,720,576,3,102.91634114583331,76.55762924382717,57.79372588734568,20.225981994648308,0.7332253764902757,617.2799366640946,12.822745711354695,0.712572580290794,3394.734309895833,16.460980375156915,0.8451811761810248,1468.86649064429
test_normal_ (132).jpg,0_normal\test_normal_ (132).jpg,0_normal,720,576,3,117.292276716821,81.26824122299382,60.87214988425926,19.270087542954982,0.724484902507952,769.2572651427469,11.550264826032684,0.6887206831124536,4550.445091467335,14.14529937195232,0.7331760326750959,2503.516301761831
test_normal_ (133).jpg,0_normal\test_normal_ (133).jpg,0_normal,720,576,3,85.06456404320987,57.47583912037037,43.65541329089506,19.584057285891813,0.6922015898363979,715.6070859053498,12.186724283046885,0.6625934984503521,3930.1391983346193,15.530482634286544,0.7705173815147337,1819.8353523662552
test_normal_ (134).jpg,0_normal\test_normal_ (134).jpg,0_normal,720,576,3,105.9265625,72.46141975308642,57.00902295524691,19.667288397936172,0.7221579160925254,702.0232912165637,11.538384800709798,0.6826015298264725,4562.909769643776,16.856220130730534,0.8478672420625571,1341.0913081918725
test_normal_ (135).jpg,0_normal\test_normal_ (135).jpg,0_normal,720,576,3,117.27500964506171,74.44625530478395,56.90082465277778,19.3675310359357,0.71348358856966,752.1894836676955,11.190789377449422,0.6659481974171718,4943.1230677726335,16.44274813079717,0.8425246217758999,1475.0459442515432
